"","application_id","call_sign"
"8433",1656258,"K227CT"
"8434",491726,"KIOA"
"8435",265764,"KIOA"
"8436",120982,"K203AP"
"8437",143688,"WPAK"
"8438",1759048,"WPBG"
"8439",1008354,"WTRH"
"8440",1189119,"WHJG-LP"
"8441",1785715,"W227CO"
"8442",658065,"WBTU"
"8443",159077,"WQTY"
"8444",1688331,"K227CX"
"8445",1805105,"W227CD"
"8446",250694,"WDNS"
"8447",1724993,"W227CI"
"8448",1655825,"W227CW"
"8449",130098,"W23EQ-D"
"8450",1685850,"WOPW-LP"
"8451",276163,"WKYQ"
"8452",1277484,"WXLN-LP"
"8453",1077662,"WQUE-FM"
"8454",1625673,"WQUE-FM"
"8455",1740764,"K227CY"
"8456",1281256,"WSNE-FM"
"8457",1690019,"WSHD-LP"
"8458",93717,"DK13EN"
"8459",597370,"WRFR-LP"
"8460",1774143,"WBSV-LP"
"8461",121211,"881201TM"
"8462",1672175,"W227CG"
"8463",1644137,"W227BY"
"8464",118424,"WVNY"
"8465",124590,"DK42CR-D"
"8466",119764,"WKQZ"
"8467",158413,"K27CD-D"
"8468",1080986,"K227AN"
"8469",598895,"KBLB"
"8470",1762259,"W227BF"
"8471",1799175,"K227DF"
"8472",1779792,"K227CH"
"8473",178793,"WNBY"
"8474",1829349,"KRTK"
"8475",1649219,"KRTK"
"8476",99052,"KMXV"
"8477",1129015,"KMXV"
"8478",143657,"KMXV"
"8479",1432638,"K227BO"
"8480",1635985,"K227BK"
"8481",199780,"KIGL"
"8482",1748806,"K227AO"
"8483",169565,"KNEV"
"8484",1686827,"WSYE"
"8485",1182712,"W227AP"
"8486",1483270,"KURL"
"8487",208463,"KGGL"
"8488",1782073,"KGGL"
"8489",1311038,"K227BM"
"8490",1745511,"W227CZ"
"8491",210704,"WTPT"
"8492",237758,"WOGR-FM"
"8493",15861,"WERO"
"8494",1347570,"KSJZ"
"8495",195350,"KFXT"
"8496",1651682,"KFFF"
"8497",199934,"W232AX"
"8498",120807,"WREK"
"8499",200299,"W32FH-D"
"8500",1340295,"K227BQ"
"8501",210397,"K227AC"
"8502",199128,"WNHW"
"8503",73205,"KOBQ"
"8504",1561479,"K227CB"
"8505",1727463,"K227BY"
"8506",179229,"K05CF-D"
"8507",1725534,"KBOK-LP"
"8508",1730516,"WJOB-FM1"
"8509",1409642,"W227BW"
"8510",586801,"WFKL"
"8511",1493274,"WWSE"
"8512",1140533,"WBWZ"
"8513",143622,"DW216AB"
"8514",189557,"WNKZ-FM"
"8515",1809970,"W227DW"
"8516",1178265,"W227AN"
"8517",277003,"WCIZ-FM"
"8518",1154487,"WODC"
"8519",1508599,"WODC"
"8520",1565998,"WODC"
"8521",1176935,"WODC"
"8522",1131446,"WAKW"
"8523",1678965,"W227BJ"
"8524",62364,"WNCD"
"8525",1766757,"WNCD"
"8526",86457,"KWVE-FM"
"8527",1744965,"K227CI"
"8528",1655636,"K227CQ"
"8529",1789029,"K227DK"
"8530",621748,"KJRM-LP"
"8531",131781,"KCUK"
"8532",262721,"KJKE"
"8533",1490369,"KJKE"
"8534",175532,"KZUL-FM"
"8535",1749816,"KFPP-LP"
"8536",158531,"KMSI"
"8537",1641725,"K227AA"
"8538",136198,"891130MP"
"8539",1741064,"KEUB"
"8540",1635327,"K227CU"
"8541",1784611,"K227DC"
"8542",151907,"KWLE"
"8543",1111944,"KKNU"
"8544",1482440,"KKNU"
"8545",1509683,"W227BA"
"8546",185671,"WYTK"
"8547",1738531,"W227DB"
"8548",424082,"WQZS"
"8549",160040,"910502AI"
"8550",1557723,"WBZD-FM"
"8551",1163686,"WMMR"
"8552",190587,"WMMR"
"8553",86592,"DK11GI"
"8554",1549078,"WJOB-FM"
"8555",124321,"WLYN"
"8556",126074,"DK65DK"
"8557",288789,"WZMT"
"8558",1673116,"W227CV"
"8559",1685253,"WFOC-LP"
"8560",156720,"WLLG"
"8561",1788346,"DW227EA"
"8562",158688,"WAEB-FM"
"8563",1336802,"W227BI"
"8564",1202560,"W227BK"
"8565",1730246,"K227CZ"
"8566",1077064,"KJRV"
"8567",189497,"WKVV"
"8568",1795411,"W227DM"
"8569",132438,"WAYR"
"8570",1751626,"W227DH"
"8571",1723945,"W227DC"
"8572",99028,"KDGL"
"8573",1520372,"KBGT"
"8574",1628398,"KGSR"
"8575",1808028,"KGSR"
"8576",565571,"KLIF-FM"
"8577",573361,"KLIF-FM"
"8578",1052703,"KZBT"
"8579",1799967,"KUXL"
"8580",1796296,"KLIT-FM1"
"8581",1636529,"K227BJ"
"8582",213960,"KQBU-FM"
"8583",1301337,"KQBU-FM"
"8584",173544,"KNAL"
"8585",1829622,"KLIT"
"8586",202458,"DK204BZ"
"8587",1721192,"KLIT"
"8588",1551977,"K227BH"
"8589",120173,"WSYB"
"8590",1745368,"K227DB"
"8591",619055,"KUBL-FM"
"8592",1795399,"W227DT"
"8593",116854,"WFLS-FM"
"8594",1623934,"W227BR"
"8595",124685,"WPXP-TV"
"8596",1512837,"W227BG"
"8597",1749866,"W227AQ"
"8598",1767504,"W227DF"
"8599",1180941,"W227CA"
"8600",1559501,"K227BW"
"8601",551250,"KJR-FM"
"8602",600468,"KJR-FM"
"8603",62978,"KJR-FM"
"8604",1743760,"K227CD"
"8605",592908,"KRKL"
"8606",201498,"WBSZ"
"8607",163946,"K25II-D"
"8608",1785315,"WIZM-FM"
"8609",1086384,"WLDB"
"8610",1660680,"W227CH"
"8611",1154447,"WNRB-LP"
"8612",1399993,"WKVW"
"8613",163516,"DK11GD"
"8614",1717617,"WKCJ"
"8615",1495043,"KLED"
"8616",1411707,"K227BU"
"8617",1048569,"K227BB"
"8618",1810133,"KDJF"
"8619",98581,"WBOW"
"8620",1749867,"WGYJ-LP"
"8621",1734034,"W228DD"
"8622",1448810,"WKLV-FM"
"8623",1787233,"WPHH"
"8624",1748265,"KPWA"
"8625",63071,"KBKG"
"8626",168639,"KBFC"
"8627",1572565,"KOMT"
"8628",1274531,"K228XO"
"8629",1174503,"K228EA"
"8630",121413,"WFQX-TV"
"8631",213419,"KZUZ"
"8632",196045,"WONE-FM"
"8633",1320207,"K228CO"
"8634",136107,"KCCR"
"8635",159137,"K04AI"
"8636",119713,"KUAR"
"8637",184364,"DW06AE"
"8638",1240757,"KDEY-FM"
"8639",1734024,"KDEY-FM"
"8640",1240713,"KDAY"
"8641",1408278,"KDAY"
"8642",1317651,"KDAY"
"8643",184620,"DK14IW"
"8644",189727,"KQAV"
"8645",1675329,"KWDC-LP"
"8646",1094443,"KKBN"
"8647",1094445,"KKBN"
"8648",199331,"K228DM"
"8649",422777,"KMKX"
"8650",291088,"KALQ-FM"
"8651",1398882,"KTND"
"8652",1787652,"K228EM"
"8653",1448923,"K228EZ"
"8654",1552090,"KLMR-FM"
"8655",10109,"K228AG"
"8656",1773983,"K228EV"
"8657",152243,"DK28AK"
"8658",198714,"K228DL"
"8659",177437,"DKTYJ-LP"
"8660",185220,"W264CJ"
"8661",1242902,"WBGF"
"8662",199081,"WBXN-CD"
"8663",1338060,"WBGF"
"8664",1682160,"W228CT"
"8665",1751378,"WZFL"
"8666",1793128,"W228BY"
"8667",1802901,"W228DF"
"8668",196259,"DKATH-LP"
"8669",1734035,"WFDZ"
"8670",200070,"WTKP"
"8671",1047614,"W228BK"
"8672",1311600,"WSRM"
"8673",1682055,"WMRG"
"8674",1505806,"WVOH-FM"
"8675",1783284,"WYAW-LP"
"8676",1658342,"W228CA"
"8677",144517,"KATH"
"8678",138070,"WSUN"
"8679",258924,"KPOA"
"8680",1555945,"KQNG-FM"
"8681",1601638,"KJOC"
"8682",280162,"KKMI"
"8683",1744988,"KCVM"
"8684",118203,"860410TC"
"8685",159152,"WYKG"
"8686",1522365,"K228EK"
"8687",1747356,"K228FP"
"8688",203498,"K228DO"
"8689",1692862,"K228FL"
"8690",145833,"K228CZ"
"8691",1749157,"K228FJ"
"8692",1322052,"W228BG"
"8693",1787258,"W228CK"
"8694",266445,"W228BB"
"8695",1757412,"WVIV-FM"
"8696",1801311,"W228DP"
"8697",152043,"WFAY"
"8698",91682,"WEIO"
"8699",1739914,"W228DL"
"8700",1621581,"WSJK"
"8701",222130,"WLYD"
"8702",1722637,"WKIL-LP"
"8703",1744202,"WMXQ"
"8704",1807204,"W228CX"
"8705",1647316,"WKHY"
"8706",215649,"WKHY"
"8707",1647531,"WKHY"
"8708",1559781,"WSBL-LP"
"8709",614004,"WITW-LP"
"8710",1654562,"KDGS"
"8711",1344742,"KKDT"
"8712",1036705,"K228EE"
"8713",4685,"KLKC-FM"
"8714",175509,"K16EV-D"
"8715",1792134,"WMMG-FM"
"8716",1117998,"WAIN-FM"
"8717",1686073,"WDPJ-LP"
"8718",1680124,"W228CL"
"8719",661884,"WSPP-LP"
"8720",199178,"KZKE"
"8721",153232,"K240AQ"
"8722",1775992,"KLXE"
"8723",1634491,"KPPM-LP"
"8724",492263,"KJAE"
"8725",1542570,"WFRQ"
"8726",1683825,"WTTZ-LP"
"8727",177186,"KNRS-FM"
"8728",1780931,"W228AM"
"8729",1747489,"W228DI"
"8730",1782776,"W228EE"
"8731",193582,"WCTB"
"8732",144775,"KWOX"
"8733",190915,"WBCM"
"8734",1270013,"WGLN-LP"
"8735",1803139,"W228CJ"
"8736",126105,"WJWA"
"8737",207652,"WKMJ-FM"
"8738",273830,"WHMI-FM"
"8739",1696814,"WRHZ-LP"
"8740",1185313,"K228EW"
"8741",610961,"KSCR-FM"
"8742",1723461,"K228DR"
"8743",1804046,"K228FY"
"8744",1793931,"K228FV"
"8745",1318626,"K228XN"
"8746",204219,"KITN"
"8747",106392,"DWKLZ"
"8748",112581,"880519MY"
"8749",495854,"KRMS-FM"
"8750",995505,"KRMS-FM"
"8751",1240970,"KRSS"
"8752",1763432,"WHJT"
"8753",123830,"WLXB"
"8754",1785152,"WHJT"
"8755",1722724,"WMPK"
"8756",1346138,"KZXT"
"8757",1550414,"KLAN"
"8758",1795045,"K228FM"
"8759",1746852,"W228CZ"
"8760",1749345,"W228CV"
"8761",1772425,"W228DK"
"8762",1755937,"WLQB"
"8763",1567944,"WRLY-LP"
"8764",151347,"DWLNN-CD"
"8765",1748486,"WJFT-LP"
"8766",215178,"WYFQ-FM"
"8767",1636522,"W228CW"
"8768",1500916,"W228BE"
"8769",164126,"KKOT"
"8770",1216216,"KZTL"
"8771",1357351,"WMWV"
"8772",1265312,"WEEY"
"8773",153009,"KPQ"
"8774",1680136,"KFDP-LP"
"8775",212528,"K228DP"
"8776",199449,"K228DK"
"8777",1754792,"K228FI"
"8778",243014,"K228DQ"
"8779",191235,"KWES-FM"
"8780",1678337,"KNCE"
"8781",1732393,"K228DA"
"8782",1230740,"KADD"
"8783",1474589,"KADD-FM1"
"8784",118071,"880915MC"
"8785",1393300,"WZCR"
"8786",1765654,"WVBR-FM"
"8787",1386537,"WVIP"
"8788",1629200,"WVIP"
"8789",1371616,"WAWR"
"8790",139144,"GG0308TZ"
"8791",1415528,"W228CG"
"8792",1170668,"WQRW"
"8793",1805059,"W228EL"
"8794",174190,"K44AG-D"
"8795",162931,"WBNV"
"8796",1151214,"WRQN"
"8797",1093632,"WRPO-LP"
"8798",1805954,"W228EN"
"8799",124620,"KPRO"
"8800",1545766,"KSTQ"
"8801",87349,"DWFWY"
"8802",508332,"K228DT"
"8803",1002764,"KORV"
"8804",1414385,"K228EU"
"8805",1764852,"KACI-FM"
"8806",1788480,"W228CN"
"8807",1746863,"WLKE"
"8808",106363,"KCBC"
"8809",1667990,"WTPA-FM"
"8810",1782264,"WSBG"
"8811",120588,"KRBB"
"8812",1803323,"W228EF"
"8813",191679,"WDOG-FM"
"8814",1794524,"KIPI"
"8815",1750600,"KWUS-LP"
"8816",200412,"WKBQ"
"8817",1251962,"WMPZ"
"8818",1810257,"W228CB"
"8819",571264,"WKZX-FM"
"8820",1749284,"WMDA-LP"
"8821",117183,"WMVV"
"8822",1735796,"WRHW-LP"
"8823",997431,"WKWX"
"8824",1730789,"W228DG"
"8825",1805988,"K228FO"
"8826",1389337,"KLXK"
"8827",160693,"DW55BX"
"8828",138320,"891228MT"
"8829",84773,"WHYF"
"8830",1765223,"KGWT"
"8831",286075,"KYKK"
"8832",1748677,"K228FG"
"8833",1439277,"KRTS"
"8834",1674921,"K228FH"
"8835",1299676,"K228EB"
"8836",159172,"KCTV"
"8837",1748636,"K228FK"
"8838",1807262,"KZWF-LP"
"8839",100152,"K228CS"
"8840",1206709,"K228EP"
"8841",1775776,"K228FR"
"8842",165864,"WAXM"
"8843",259065,"WBBC-FM"
"8844",213310,"W228BA"
"8845",163525,"WJJS"
"8846",1092412,"WCCA-LP"
"8847",1787987,"W228DX"
"8848",1816206,"WVVI-FM"
"8849",237215,"WVVI-FM"
"8850",1169638,"KOZI-FM"
"8851",1156098,"K228DU"
"8852",1610454,"K228FA"
"8853",1337651,"KWDR"
"8854",195442,"K14AG-D"
"8855",1733569,"W228DH"
"8856",132911,"WGEE"
"8857",1747741,"WPSA-LP"
"8858",1441314,"W228BQ"
"8859",1554133,"W228CF"
"8860",86269,"DK27AL"
"8861",222890,"WFBY"
"8862",201983,"DKTFT-LP"
"8863",193061,"KJYO"
"8864",1373831,"KWYX"
"8865",299558,"K228AB"
"8866",1533532,"KJAX"
"8867",1815506,"KJAX"
"8868",202485,"WYFE"
"8869",621407,"KOCA-LP"
"8870",1564004,"K228ED"
"8871",418799,"KAFC"
"8872",1495109,"K229BQ"
"8873",1650755,"K229CV"
"8874",1693477,"WAAO-FM"
"8875",97511,"WDJC-FM"
"8876",572721,"WDJC-FM"
"8877",158657,"DWJMW"
"8878",1756301,"W229BL"
"8879",1727177,"K229CF"
"8880",137208,"891208GZ"
"8881",21630,"KISR"
"8882",1661633,"KISR"
"8883",1783988,"KISR"
"8884",1808459,"K237GW"
"8885",1804708,"KJBR"
"8886",595528,"KHBM-FM"
"8887",1065295,"K229BG"
"8888",1638576,"KVYL"
"8889",136199,"DWWFS"
"8890",1740405,"K229DB"
"8891",1558709,"KRQQ"
"8892",1558706,"KRQQ"
"8893",1426289,"KRQQ"
"8894",1810972,"K229CD"
"8895",1553384,"K229AK"
"8896",1452779,"K229BW"
"8897",105532,"KSDK"
"8898",999685,"KCLB-FM"
"8899",1689787,"KCLB-FM"
"8900",1754612,"K229CU"
"8901",1509029,"K229AF"
"8902",1491031,"KXZM"
"8903",1059037,"KSKS"
"8904",1174183,"KSKS"
"8905",1403470,"K229BO"
"8906",1791605,"K229CA"
"8907",1506828,"KZFX"
"8908",493822,"KBBL-FM1"
"8909",200174,"KYRV"
"8910",1026766,"KYRV"
"8911",1774108,"KCZP-LP"
"8912",120254,"K31PK-D"
"8913",1629972,"KDB"
"8914",431325,"KJZY"
"8915",1759986,"KJZY"
"8916",1746654,"K229CN"
"8917",201985,"K16ML-D"
"8918",1045569,"K229AH"
"8919",1391695,"K229BS"
"8920",1171400,"K229AC"
"8921",610778,"KSBV"
"8922",1024249,"K229AI"
"8923",1236440,"WZMX"
"8924",1718377,"WZMX"
"8925",711384,"WZMX"
"8926",1683615,"WZMX"
"8927",1371887,"WSTW"
"8928",1083733,"WSTW"
"8929",1742517,"W229BR"
"8930",1798437,"W229DJ"
"8931",1190714,"W229AH"
"8932",130985,"KNIR"
"8933",151601,"DW43AW"
"8934",1656406,"WSEU-LP"
"8935",91914,"DK35AY"
"8936",112297,"K12XK-D"
"8937",149899,"WMJY"
"8938",1827637,"WTKP"
"8939",20211142,"NEW"
"8940",106170,"K213EC"
"8941",1353135,"WHEL"
"8942",1690906,"WHEL"
"8943",121168,"WTIC-TV"
"8944",1779372,"WSVJ-LP"
"8945",125368,"DK38CQ"
"8946",137256,"DW34BH"
"8947",1756890,"W229AG"
"8948",1487986,"W229AJ"
"8949",185843,"WWFD"
"8950",1792139,"W229CE"
"8951",602557,"WPEZ"
"8952",1785584,"W229CX"
"8953",1693711,"WBQO"
"8954",121207,"881201TI"
"8955",1074885,"KKRL"
"8956",1739671,"K229CC"
"8957",133991,"KQKL"
"8958",1622637,"W229BZ"
"8959",1673618,"W229BO"
"8960",1807625,"W229CR"
"8961",87423,"WROO"
"8962",205646,"WJBC-FM"
"8963",1746132,"W229BU"
"8964",1681070,"WOWA"
"8965",191712,"DK62DN"
"8966",1750059,"W229CO"
"8967",1646161,"WJWS-LP"
"8968",1672426,"WRWT-LP"
"8969",1729329,"W229BX"
"8970",216466,"WFRR"
"8971",206210,"KAIR-FM"
"8972",1748604,"K229CY"
"8973",1310337,"KPIO-FM"
"8974",289294,"KYEZ"
"8975",177790,"KYEZ"
"8976",1693077,"K229CW"
"8977",117777,"DK24BS"
"8978",1788967,"W229DB"
"8979",1056883,"WRVG-LP"
"8980",168573,"WZRA-CD"
"8981",1638758,"KYFJ"
"8982",668881,"KYFJ"
"8983",93432,"KIFG-FM"
"8984",1738103,"KXKS-FM"
"8985",177743,"KEEZ-FM"
"8986",1792460,"W229DC"
"8987",1327129,"WEEI-FM"
"8988",541498,"WEEI-FM"
"8989",1323927,"WEEI-FM"
"8990",1116107,"W229AT"
"8991",1781248,"WBQE"
"8992",1414114,"WRCL"
"8993",21196,"WBCT"
"8994",1068262,"WBCT"
"8995",621730,"WKAD"
"8996",163924,"KXXR"
"8997",174241,"KXXR"
"8998",421723,"KXXR"
"8999",1268970,"KXXR"
"9000",173036,"WHNY"
"9001",158633,"KTUF"
"9002",149463,"KLLP"
"9003",270368,"K229AE"
"9004",1673148,"KSD"
"9005",1176244,"KSD"
"9006",596879,"WMJY"
"9007",90567,"WMJY"
"9008",1755552,"WMJY"
"9009",1735883,"WTNM"
"9010",1779431,"W229CW"
"9011",605349,"KTZZ-FM1"
"9012",1315602,"KOBB-FM"
"9013",257928,"KTZZ"
"9014",1641144,"K229BU"
"9015",1680530,"W229CF"
"9016",142942,"KSLX-FM"
"9017",1722366,"W229CH"
"9018",1203482,"W229BD"
"9019",1173085,"WNTB"
"9020",1164371,"KBEP-LP"
"9021",1199589,"KOYY"
"9022",1520056,"KOYY"
"9023",1127905,"KIZZ"
"9024",1486081,"KIZZ"
"9025",1439335,"KNTK"
"9026",1805196,"K229BI"
"9027",199277,"WJTC"
"9028",1736320,"K229AS"
"9029",1317491,"KXXI"
"9030",1342526,"KXXI"
"9031",200310,"DK46DK"
"9032",180856,"KPCZ-FM"
"9033",153667,"WTMX"
"9034",1784282,"K229BV"
"9035",153650,"WFED"
"9036",189624,"KARO"
"9037",1654712,"KLKO"
"9038",1689542,"K229CT"
"9039",599509,"KPGF"
"9040",562468,"WCIP"
"9041",239811,"WBLK"
"9042",1079027,"WBLK"
"9043",1558532,"WBLK"
"9044",199396,"DW210AU"
"9045",1302130,"W229BH"
"9046",149943,"KMRF"
"9047",1176770,"WYAI"
"9048",1752910,"W229CU"
"9049",1749953,"WQPU-LP"
"9050",1725368,"WSAV-LP"
"9051",1226331,"WFCJ"
"9052",982872,"WFCJ"
"9053",114960,"WFCJ"
"9054",1153167,"WFCJ"
"9055",102645,"WQIO"
"9056",1119016,"WQIO"
"9057",1562050,"WQGR"
"9058",1633713,"K229CQ"
"9059",1750794,"K229DG"
"9060",1325626,"KSPI-FM"
"9061",1791204,"KSPI-FM"
"9062",1657162,"K229AY"
"9063",186544,"DK42DH"
"9064",168278,"WPXK-TV"
"9065",1753241,"K229DC"
"9066",1723855,"KQFM"
"9067",1115848,"K229AX"
"9068",1809215,"K229BN"
"9069",1348089,"KTMT-FM"
"9070",1785780,"KURT"
"9071",1771379,"KURT"
"9072",1720379,"KRLZ"
"9073",260159,"WMAJ"
"9074",180954,"WSJR"
"9075",1086048,"WSJR"
"9076",1126347,"W229AO"
"9077",1805790,"W229DK"
"9078",91844,"DK220BP"
"9079",1738602,"W229BY"
"9080",1419449,"KDKA-FM"
"9081",173023,"KDKA-FM"
"9082",168017,"KSLO"
"9083",1230182,"WZNT-FM1"
"9084",170412,"DK69GR"
"9085",1727442,"WMAA-LP"
"9086",622305,"WZNT"
"9087",589686,"WZNT"
"9088",1808470,"W229AN"
"9089",1771845,"WOEZ"
"9090",1773608,"WOEZ"
"9091",699153,"WPGI"
"9092",690343,"WFBC-FM"
"9093",600847,"WFBC-FM"
"9094",983429,"WSIM"
"9095",1643089,"WOCS-LP"
"9096",164125,"KBRK-FM"
"9097",1087193,"K229BK"
"9098",1278752,"KVAR"
"9099",1671713,"KWYR-FM"
"9100",1014562,"WTKB-FM"
"9101",189498,"WRDF"
"9102",1134148,"W229BA"
"9103",194964,"DK13FW"
"9104",112588,"880519NG"
"9105",422746,"WFFI"
"9106",202590,"K201EC"
"9107",1103123,"W229AK"
"9108",1806582,"W229CT"
"9109",1802237,"W229DA"
"9110",147638,"KKEX"
"9111",147264,"DK16RG"
"9112",1655988,"K229BA"
"9113",1801530,"K229DK"
"9114",1485274,"KKDL"
"9115",1684654,"K229BJ"
"9116",199509,"WIZF"
"9117",62315,"KQBT"
"9118",1443503,"KQBT"
"9119",159782,"DK39ES"
"9120",140113,"DW16AL"
"9121",125218,"DK26DA"
"9122",1778551,"KWXW"
"9123",1390444,"KNOR"
"9124",1142071,"KNOR"
"9125",1434116,"KNOR"
"9126",1305383,"KNOR"
"9127",1206892,"KLBB-FM"
"9128",149599,"WREF"
"9129",1492174,"KEYE-FM"
"9130",1751210,"KXFS"
"9131",1673663,"KZYY-LP"
"9132",1735876,"KKUT-FM1"
"9133",181756,"WAGP"
"9134",1553893,"K229AT"
"9135",1567990,"KKUT"
"9136",710099,"WNOB"
"9137",1724906,"WNOB"
"9138",1421710,"WKHF"
"9139",1238943,"WCFC-LP"
"9140",1558953,"WAZR"
"9141",1077544,"WIFY"
"9142",1223485,"WOTX"
"9143",87167,"DK14AV"
"9144",1642226,"KLSY"
"9145",1003834,"KDRK-FM"
"9146",1214986,"KDRK-FM"
"9147",1653821,"KTRJ-LP"
"9148",1790655,"K229AD"
"9149",1790648,"W229DE"
"9150",1036779,"K229BH"
"9151",1733892,"W229CQ"
"9152",46066,"WBGR-FM"
"9153",182200,"WBFM"
"9154",1041836,"WGHF-LP"
"9155",1001404,"WCYE"
"9156",1734145,"W229CM"
"9157",125962,"WVIG"
"9158",1324577,"KYTI-FM1"
"9159",201627,"DK29HF"
"9160",1133363,"KAZY"
"9161",417217,"KYTI"
"9162",1233049,"KYTI"
"9163",1159923,"KYTI"
"9164",1799923,"KRLL-FM"
"9165",1575200,"K230BH"
"9166",1781437,"W230CY"
"9167",153839,"KOKO-FM"
"9168",1125877,"W230AV"
"9169",1750654,"WYTK"
"9170",1117594,"WQSI"
"9171",607047,"KAMJ"
"9172",201761,"KMGN"
"9173",620386,"KRIT"
"9174",1650886,"KWSS-LP"
"9175",1242291,"K230AO"
"9176",116959,"KPAY-FM"
"9177",107928,"KEXA"
"9178",1130849,"KLLI"
"9179",266718,"KLLI"
"9180",176453,"KLLI"
"9181",992683,"KBBU"
"9182",1292532,"KLLI-FM1"
"9183",492270,"KRLT"
"9184",1758490,"K230CA"
"9185",1773819,"KETO-LP"
"9186",158640,"DKXKL-FM1"
"9187",201542,"KYSL"
"9188",1301213,"K230AZ"
"9189",1412007,"KCWA"
"9190",1808844,"K230BO"
"9191",1790128,"K230AC"
"9192",1024254,"K230AN"
"9193",1744906,"K230BZ"
"9194",1045155,"K230AG"
"9195",1197452,"KRTN-FM1"
"9196",1242169,"WKYS"
"9197",193836,"WAWX"
"9198",1299006,"WKYS"
"9199",1309310,"WKYS"
"9200",1535244,"WKYS"
"9201",1765341,"W230CO"
"9202",273906,"W230AL"
"9203",1634261,"WLGM-LP"
"9204",1047786,"WMIA-FM"
"9205",1001791,"WMIA-FM"
"9206",1534220,"WMIA-FM"
"9207",1720149,"WWRT-LP"
"9208",94974,"K09NI-D"
"9209",1687586,"WDRR"
"9210",153863,"WMTM-FM"
"9211",171632,"KUAM-FM"
"9212",1000204,"KUBT"
"9213",150621,"KVVS"
"9214",1193553,"KUBT"
"9215",1166180,"KLUA"
"9216",144553,"KKEN"
"9217",1714872,"KIAI"
"9218",133221,"KSOU-FM"
"9219",1746865,"KZBQ"
"9220",1236554,"KQCJ"
"9221",991250,"WCEZ"
"9222",157808,"KERI"
"9223",1649692,"WLIT-FM"
"9224",143790,"WLIT-FM"
"9225",1635344,"W230BS"
"9226",1034409,"WTAX-FM"
"9227",1418355,"W230BQ"
"9228",1489731,"WNDX"
"9229",1104063,"WNDX"
"9230",1224764,"WLCL"
"9231",1673704,"WLQZ-LP"
"9232",258717,"KZRD"
"9233",1801033,"KOTE"
"9234",1733901,"K230BP"
"9235",1774845,"K230BY"
"9236",149805,"WSEK-FM"
"9237",159334,"WKZW"
"9238",185461,"DW65CK"
"9239",179749,"DK07RW"
"9240",1733476,"WLXU-LP"
"9241",270483,"WKTG"
"9242",1729457,"WKTG"
"9243",1338669,"W230BN"
"9244",1760083,"KMXH"
"9245",1660288,"KGGM"
"9246",1809164,"W230CL"
"9247",185985,"K24NK-D"
"9248",1763717,"W230CP"
"9249",168026,"DW09CG"
"9250",177779,"WRJK-LD"
"9251",189770,"WCLI-FM"
"9252",202055,"KMYU"
"9253",1239523,"WARX"
"9254",1797374,"WAVC"
"9255",1129395,"WNBY-FM"
"9256",1128560,"K230AS"
"9257",190814,"KDMA-FM"
"9258",1095069,"WTBX"
"9259",139500,"K04QC-D"
"9260",232557,"KSSZ"
"9261",1519037,"KSSZ"
"9262",1751925,"KSSZ"
"9263",285709,"KGKS"
"9264",1747111,"K230BI"
"9265",123985,"KJMK"
"9266",123586,"KSPQ"
"9267",1789045,"W230CS"
"9268",1765092,"WJAI"
"9269",1728475,"WJAI"
"9270",1534677,"K230BC"
"9271",149806,"WMTR-FM"
"9272",1243369,"WNCB"
"9273",1508622,"WNCB"
"9274",1538437,"KXDI"
"9275",1799323,"K230BU"
"9276",1676388,"KKOP-LP"
"9277",1183882,"K230AP"
"9278",275343,"KSWN"
"9279",1724186,"K230BR"
"9280",1757789,"W230AA"
"9281",195068,"KASU"
"9282",1685739,"KGMG-LP"
"9283",1534788,"K230AF"
"9284",561503,"KRTN-FM"
"9285",144804,"WMUS"
"9286",145846,"KGBN"
"9287",202467,"WKXN"
"9288",147305,"WDNY-FM"
"9289",1787979,"W230BB"
"9290",1439113,"WNYC-FM"
"9291",1768956,"WNYC-FM"
"9292",1449294,"WNYC-FM"
"9293",1023186,"WKXZ"
"9294",1785822,"W230CZ"
"9295",1774021,"W230CM"
"9296",1028092,"WBKS"
"9297",1666111,"KGCG-LP"
"9298",1646726,"KWDW-LP"
"9299",1725372,"KQTR-LP"
"9300",120498,"K47NW-D"
"9301",1170142,"K230AD"
"9302",1115802,"KPDQ-FM"
"9303",1650937,"KPDQ-FM"
"9304",158609,"WBEN-FM"
"9305",1621281,"W230CC"
"9306",187338,"W230AE"
"9307",191530,"WDVT"
"9308",227841,"W230AG"
"9309",980146,"WTWF"
"9310",1679015,"W230BK"
"9311",1353347,"W230AX"
"9312",232731,"WKBI-FM"
"9313",1283244,"W230BM"
"9314",1760153,"W230CQ"
"9315",1240045,"W230AS"
"9316",226563,"WGLD-FM"
"9317",1823244,"WGLD-FM"
"9318",1391814,"WSCZ"
"9319",1689588,"KKMK"
"9320",1621308,"W230BX"
"9321",200364,"W230AD"
"9322",153821,"KHIP"
"9323",198519,"KMRF"
"9324",199279,"WGBO-DT"
"9325",168537,"K30GO-D"
"9326",1441469,"WDUC"
"9327",282327,"WWGM"
"9328",1429324,"W230BR"
"9329",1758894,"K230AL"
"9330",1667680,"KMXR"
"9331",1684329,"KMXR"
"9332",1242079,"KMXR"
"9333",1809029,"KMXR"
"9334",181147,"KINT-FM"
"9335",1737092,"KFON"
"9336",119556,"KOYN"
"9337",123852,"KSTW"
"9338",1730476,"K230BS"
"9339",1797909,"K230CH"
